19:13 $ vw-varinfo ~/Documents/scratch/OpenNMT-py/vw/discriminator/data/wmt16_train.vw
FeatureName            HashVal   MinVal   MaxVal    Weight   RelScore
onto                     20659     0.00     0.00   +0.0379      2.39%
happy                     3670     0.00     0.00   +0.0378      2.38%
Caucasian               141269     0.00     0.00   +0.0378      2.38%
Latino                   46664     0.00     0.00   +0.0378      2.38%
creating                 72097     0.00     0.00   +0.0378      2.38%
rehearses                84444     0.00     0.00   +0.0376      2.37%
breeze                  229929     0.00     0.00   +0.0376      2.37%
Thre                    143247     0.00     0.00   +0.0376      2.37%
acting                   76092     0.00     0.00   +0.0375      2.36%
tight                     7920     0.00     0.00   +0.0375      2.36%
downsteps               204016     0.00     0.00   +0.0375      2.36%
ties                    185029     0.00     0.00   +0.0375      2.36%
Atlanta                  98253     0.00     0.00   +0.0375      2.36%
advertised              127637     0.00     0.00   +0.0374      2.36%
lingerie                112120     0.00     0.00   +0.0374      2.36%
mannequin               222525     0.00     0.00   +0.0374      2.36%
sponges                 222525     0.00     0.00   +0.0374      2.36%
merchant                 86921     0.00     0.00   +0.0372      2.34%
Comcast                 246933     0.00     0.00   +0.0371      2.34%
Digital                 220578     0.00     0.00   +0.0371      2.34%
Madagascar              253874     0.00     0.00   +0.0371      2.34%
Voice                    71606     0.00     0.00   +0.0371      2.34%
ben                      66483     0.00     0.00   +0.0368      2.32%
foundation               64176     0.00     0.00   +0.0368      2.32%
velveeta                 70285     0.00     0.00   +0.0367      2.31%
piano                    13524     0.00     0.00   +0.0367      2.31%
leis                    197027     0.00     0.00   +0.0366      2.30%
cop                     180532     0.00     0.00   +0.0364      2.29%
packs                   121382     0.00     0.00   +0.0364      2.29%
38                          38     0.00     0.00   +0.0364      2.29%
asphalt                     38     0.00     0.00   +0.0364      2.29%
connection              118260     0.00     0.00   +0.0362      2.28%
Down                     84811     0.00     0.00   +0.0361      2.28%
sections                 85168     0.00     0.00   +0.0357      2.25%
continuing              195331     0.00     0.00   +0.0357      2.25%
plastic                 258357     0.00     0.00   +0.0357      2.25%
Doctors                 240072     0.00     0.00   +0.0355      2.24%
ballgame                 80338     0.00     0.00   +0.0353      2.23%
aircraft                 64762     0.00     0.00   +0.0353      2.23%
exiting                  19703     0.00     0.00   +0.0353      2.23%
Armed                   215375     0.00     0.00   +0.0351      2.21%
littered                 10697     0.00     0.00   +0.0351      2.21%
labor                   192335     0.00     0.00   +0.0350      2.20%
0095                        95     0.00     0.00   +0.0346      2.18%
strewn                  202691     0.00     0.00   +0.0346      2.18%
electrician             155489     0.00     0.00   +0.0345      2.17%
transformer             131609     0.00     0.00   +0.0345      2.17%
money                   141638     0.00     0.00   +0.0344      2.17%
2012                      2012     0.00     0.00   +0.0344      2.17%
dominate                173126     0.00     0.00   +0.0344      2.17%
lane                    159446     0.00     0.00   +0.0344      2.17%
paralympics             173562     0.00     0.00   +0.0344      2.17%
stance                   38142     0.00     0.00   +0.0343      2.16%
seeming                 229481     0.00     0.00   +0.0343      2.16%
crackers                202704     0.00     0.00   +0.0342      2.15%
foil                    235007     0.00     0.00   +0.0342      2.15%
suitcase                157899     0.00     0.00   +0.0339      2.14%
towing                   90219     0.00     0.00   +0.0339      2.14%
poultry                  16639     0.00     0.00   +0.0336      2.12%
kit                     230972     0.00     0.00   +0.0334      2.10%
gold                    158429     0.00     0.00   +0.0334      2.10%
houses                  256634     0.00     0.00   +0.0333      2.10%
cradles                  77739     0.00     0.00   +0.0332      2.09%
smokes                  229702     0.00     0.00   +0.0332      2.09%
purses                  128246     0.00     0.00   +0.0331      2.09%
Violin                  228790     0.00     0.00   +0.0330      2.08%
soloists                 27778     0.00     0.00   +0.0330      2.08%
eyeballing               88745     0.00     0.00   +0.0329      2.07%
collar                   96672     0.00     0.00   +0.0329      2.07%
turning                  21005     0.00     0.00   +0.0328      2.07%
her                      40732     0.00     0.00   +0.0327      2.06%
Sox                     129922     0.00     0.00   +0.0327      2.06%
catches                 122152     0.00     0.00   +0.0327      2.06%
glove                     8178     0.00     0.00   +0.0327      2.06%
outfielder               56921     0.00     0.00   +0.0327      2.06%
branding                214901     0.00     0.00   +0.0326      2.05%
gondola                 214901     0.00     0.00   +0.0326      2.05%
poling                    8251     0.00     0.00   +0.0326      2.05%
evergreen                40669     0.00     0.00   +0.0325      2.05%
sightseers               53793     0.00     0.00   +0.0325      2.05%
astonishment            188422     0.00     0.00   +0.0325      2.05%
banana                  142255     0.00     0.00   +0.0325      2.05%
kins                    221623     0.00     0.00   +0.0321      2.02%
significantly           119137     0.00     0.00   +0.0321      2.02%
Fans                     30336     0.00     0.00   +0.0321      2.02%
Houston                 261921     0.00     0.00   +0.0319      2.01%
Texans                   82834     0.00     0.00   +0.0319      2.01%
Vikings                 168159     0.00     0.00   +0.0319      2.01%
muddy                    86987     0.00     0.00   +0.0319      2.01%
curved                   81478     0.00     0.00   +0.0317      2.00%
flips                   207635     0.00     0.00   +0.0317      1.99%
source                  110955     0.00     0.00   +0.0317      1.99%
plant                    58678     0.00     0.00   +0.0316      1.99%
German                  237291     0.00     0.00   +0.0315      1.99%
dealing                 237291     0.00     0.00   +0.0315      1.99%
student                 219832     0.00     0.00   +0.0315      1.99%
pauses                  142707     0.00     0.00   +0.0314      1.98%
discussing               55732     0.00     0.00   +0.0314      1.97%
snack                   148702     0.00     0.00   +0.0311      1.96%
Steers                  111388     0.00     0.00   +0.0309      1.95%
hard                    257195     0.00     0.00   +0.0309      1.94%
plates                  161447     0.00     0.00   +0.0308      1.94%
rustic                   82318     0.00     0.00   +0.0308      1.94%
volkswagen               14369     0.00     0.00   +0.0308      1.94%
head                     81865     0.00     0.00   +0.0308      1.94%
lights                   52465     0.00     0.00   +0.0307      1.93%
Japan                   149817     0.00     0.00   +0.0305      1.92%
embracing               149817     0.00     0.00   +0.0305      1.92%
tops                    162449     0.00     0.00   +0.0303      1.91%
jagged                  148058     0.00     0.00   +0.0302      1.90%
flattening              172775     0.00     0.00   +0.0302      1.90%
speed                    54946     0.00     0.00   +0.0301      1.90%
makeshift               256375     0.00     0.00   +0.0300      1.89%
begging                 155839     0.00     0.00   +0.0300      1.89%
Shepherd                 76373     0.00     0.00   +0.0300      1.89%
starting                160908     0.00     0.00   +0.0299      1.89%
rises                    66438     0.00     0.00   +0.0299      1.88%
Kicking                  65770     0.00     0.00   +0.0299      1.88%
fabric                  195761     0.00     0.00   +0.0298      1.88%
doctor                  154565     0.00     0.00   +0.0298      1.88%
